Id,V161008,V161009,V161019,V161112,V161126,V161241,V161265x,V161267,V161268,V161270,V161272,V161276x,V161307,V161310x,V161315,V161316,V161322a,V161326,V161329,V161334,V161361x,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113
1564,1,4,0,2,99,1,4,34,1,8,11,1,2,5,3,4,4,1,1,2,24,0,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
1565,7,2,2,1,5,1,2,52,1,14,13,1,3,6,1,1,0,1,1,2,7,0,85,70,40,70,85,60,85,85,15,70,50,50,100,85,60,100,15,85,15
1566,4,3,1,1,99,2,8,0,1,14,13,1,0,1,1,1,0,1,1,2,0,0,0,68,0,0,64,0,0,0,77,62,64,0,83,88,0,85,77,85,82
1567,7,1,2,1,6,1,4,67,1,14,14,1,0,1,1,1,0,1,1,3,25,0,75,50,30,1,90,60,100,50,60,15,85,75,100,100,90,100,50,85,1
1568,7,2,1,1,1,2,8,32,6,10,0,1,0,1,1,1,0,1,1,1,25,0,1,100,79,92,100,30,29,66,100,26,41,100,78,100,13,43,100,100,100
1569,7,1,0,1,2,2,8,56,1,11,10,1,0,1,2,1,0,1,2,3,20,0,1,89,86,85,85,16,9,60,86,8,50,85,44,86,1,66,86,92,85
1570,5,3,2,2,6,1,5,42,4,14,0,1,3,1,1,1,0,1,1,2,1,0,84,38,13,48,84,87,82,41,71,62,78,69,96,82,79,98,69,82,1
1571,6,2,0,1,6,1,5,53,1,10,10,1,1,1,1,1,0,1,1,2,8,0,50,50,50,1,100,50,50,50,1,15,50,70,85,70,50,85,1,70,60
1572,4,3,1,1,99,1,4,62,1,13,13,1,2,1,1,1,0,1,0,2,24,0,70,85,70,100,70,85,65,85,70,85,60,70,100,85,60,85,70,70,60
1573,7,2,0,1,2,2,8,39,1,14,13,1,0,1,1,1,0,1,1,2,23,0,1,100,85,85,100,1,1,60,100,1,40,85,50,85,1,85,85,100,70
1574,7,2,0,1,5,1,1,22,6,12,0,8,0,1,1,1,0,1,1,4,26,0,52,61,16,42,60,51,70,51,52,52,51,49,99,63,50,99,51,85,32
1575,6,3,0,1,4,1,1,43,1,14,13,1,2,1,1,1,0,1,1,2,26,0,15,70,70,30,85,30,40,40,78,30,50,76,94,70,30,85,70,85,50
1576,7,1,1,1,4,1,8,76,1,13,9,1,3,1,1,1,0,1,1,2,26,0,51,41,17,18,71,72,71,51,50,61,69,41,85,85,70,99,32,41,2
1577,7,1,1,1,1,1,6,40,1,16,15,1,4,1,1,1,0,1,2,2,28,0,1,100,100,100,100,50,60,70,100,1,50,100,60,100,1,60,100,100,96
1578,7,1,1,1,2,2,1,54,1,14,15,7,4,1,1,1,0,1,1,3,28,0,15,70,85,60,100,1,40,60,85,40,50,85,85,85,1,60,85,85,85
1579,5,2,0,1,2,1,2,39,5,10,0,6,0,2,1,1,0,2,2,1,6,0,50,60,30,60,40,50,15,40,70,50,30,50,100,50,30,1,70,85,70
1580,1,5,0,1,99,1,5,61,1,9,13,1,3,1,1,1,0,1,1,2,25,0,40,40,15,40,85,50,60,50,30,15,50,50,85,85,50,100,50,85,50
1581,7,1,4,1,2,2,7,36,1,15,15,1,0,1,2,1,0,1,1,2,25,0,15,70,60,60,50,50,40,60,70,15,50,85,70,85,30,40,50,85,85
1582,7,2,2,1,99,2,4,55,1,13,14,7,0,1,1,1,0,1,1,3,20,0,40,60,40,50,60,50,60,50,50,40,50,50,50,85,40,60,50,100,50
1583,5,1,0,1,7,1,2,29,1,13,13,1,2,1,1,1,0,1,1,2,15,0,85,15,50,15,100,100,85,30,50,20,100,100,100,50,85,80,50,50,15
1584,7,2,0,1,6,1,1,71,1,13,15,7,3,1,2,1,0,1,2,3,24,0,85,40,15,30,85,70,85,70,50,30,85,40,100,85,85,100,50,50,1
1585,7,3,1,1,5,1,1,49,6,13,13,1,2,1,1,1,0,1,1,2,27,0,50,41,31,30,56,16,41,40,36,30,33,23,85,21,45,59,41,53,10
1586,7,2,2,1,3,1,4,56,4,15,0,1,4,1,1,1,0,1,1,2,27,0,15,86,72,50,53,16,46,60,86,39,48,50,51,53,2,85,58,86,80
1587,6,2,0,1,5,1,2,61,1,11,10,5,2,1,1,1,0,1,1,3,17,0,50,55,50,72,86,60,0,43,49,1,52,53,100,55,51,96,49,55,47
1588,6,3,2,1,6,1,4,21,6,10,12,1,3,1,1,1,0,1,1,1,15,0,100,50,30,100,100,50,80,100,30,80,100,80,100,80,80,100,30,100,30
1589,7,1,0,1,99,1,5,80,1,10,10,5,3,1,1,1,0,1,0,2,16,0,60,40,70,85,60,70,85,60,40,40,50,50,100,85,50,60,50,60,70
1590,7,3,1,2,3,1,6,61,3,12,0,4,0,1,1,1,0,1,2,4,8,0,50,100,50,50,50,50,1,50,50,15,50,50,50,100,1,100,50,50,50
1591,6,3,4,1,3,2,4,54,1,10,13,1,3,1,1,1,0,1,1,3,24,0,1,70,85,70,85,40,16,60,100,71,50,71,50,85,1,70,71,100,100
1592,5,4,0,1,5,1,1,71,1,9,10,5,0,1,1,1,0,1,1,2,17,0,40,1,50,100,100,100,100,85,1,100,1,1,100,100,85,100,1,60,1
1593,7,1,1,1,4,1,2,89,3,3,0,5,0,2,1,1,0,1,2,1,2,0,85,50,50,80,80,85,70,85,50,85,50,60,100,60,40,85,60,60,100
1594,7,3,0,1,3,2,8,32,1,13,12,1,0,1,1,1,0,1,1,2,19,0,998,85,70,85,60,15,60,60,85,50,60,60,60,60,50,85,85,100,60
1595,7,2,0,1,3,2,4,70,4,12,10,5,3,1,1,1,0,1,1,1,9,0,51,66,69,70,71,31,60,71,71,41,51,52,50,71,1,70,56,79,70
1596,6,3,0,2,1,2,8,41,6,9,13,1,2,1,1,1,0,1,2,2,9,0,1,100,100,70,100,1,1,40,100,15,50,85,60,100,15,70,100,100,100
1597,7,2,0,1,4,2,8,55,1,10,10,1,3,2,1,1,0,1,0,4,1,0,61,84,70,72,85,81,80,86,76,87,84,71,76,78,64,95,73,86,73
1598,7,2,0,1,4,1,1,79,1,14,13,5,0,1,1,1,0,1,2,3,20,0,50,85,70,60,70,50,50,60,70,30,50,70,100,70,15,100,60,60,60
1599,7,1,0,1,3,2,8,43,4,10,10,4,1,1,1,1,0,1,1,1,3,0,30,100,70,70,100,70,70,50,100,15,70,100,70,100,1,100,100,100,70
1600,5,2,2,1,6,1,1,60,1,10,11,1,3,1,1,1,0,1,1,2,22,0,15,50,40,15,85,50,100,85,50,70,50,60,85,85,60,85,50,100,1
1601,7,4,4,1,4,2,5,68,4,11,0,5,0,1,1,1,0,1,1,2,7,0,40,100,60,50,70,1,40,50,50,999,50,60,40,60,50,50,50,50,100
1602,1,4,0,1,6,1,5,27,1,13,13,1,3,1,1,1,0,1,1,2,24,0,85,50,30,40,50,50,85,60,40,40,50,50,85,50,40,70,40,70,40
1603,7,3,0,1,5,1,2,39,1,13,15,1,0,1,1,1,0,1,1,2,17,0,65,74,31,4,66,34,92,52,86,10,63,44,90,92,70,89,64,94,2
1604,7,1,1,1,3,2,6,56,1,13,15,1,0,1,1,1,0,1,1,2,1,0,1,56,75,17,62,52,1,59,72,41,52,51,1,100,1,79,55,72,42
1605,7,2,4,1,4,1,2,45,1,13,9,1,3,2,1,1,0,1,1,2,25,0,50,70,70,60,85,50,60,70,85,30,50,85,70,85,30,85,85,100,70
1606,7,3,2,1,6,1,1,78,1,13,14,5,0,1,1,1,0,1,1,3,0,0,42,57,16,17,0,80,66,53,51,12,61,51,85,52,52,92,51,72,2
1607,4,3,2,1,5,1,1,33,1,13,14,1,2,1,1,1,0,1,1,1,14,0,41,46,73,65,75,32,74,72,86,19,18,48,61,62,42,71,80,98,44
1608,2,3,0,1,6,1,2,40,1,10,12,1,2,1,1,1,0,1,1,1,14,0,0,15,15,15,85,15,85,60,40,15,70,15,100,85,60,100,30,50,1
1609,5,3,0,1,5,1,2,61,1,9,9,1,3,1,1,1,0,1,2,2,22,0,85,70,70,60,60,60,70,70,60,60,60,70,85,60,50,85,50,70,60
1610,7,1,0,1,4,1,0,0,0,13,0,5,2,1,1,1,0,0,0,0,0,0,51,33,1,32,97,32,51,41,99,41,97,98,99,73,62,99,99,52,1
1611,7,4,0,1,4,1,8,19,6,10,7,1,2,2,1,1,0,1,1,4,11,0,70,100,70,85,70,85,85,85,50,85,50,50,85,50,70,85,50,85,100
1612,7,3,2,1,6,1,2,57,1,13,13,1,3,1,1,1,0,1,1,2,25,0,60,50,15,30,60,70,60,60,50,40,50,50,100,85,60,85,50,60,15
1613,5,3,0,1,3,2,2,23,6,13,13,1,0,2,1,1,0,1,2,1,3,0,30,70,70,60,60,40,40,40,85,40,50,70,50,85,15,40,85,85,60
1614,7,1,2,1,6,2,5,39,4,13,0,1,0,1,1,4,2,1,1,2,18,0,74,20,17,16,60,70,83,61,29,40,83,35,85,61,85,84,40,72,5
1615,7,2,4,1,3,1,4,35,4,13,0,1,3,1,1,1,0,1,1,1,14,0,60,100,90,80,100,100,75,100,100,40,100,100,100,100,80,100,100,100,90
1616,3,3,0,1,5,1,8,70,6,10,0,5,2,1,1,1,0,2,0,3,24,0,70,40,50,40,60,70,50,40,30,40,70,50,85,50,50,30,15,85,15
1617,7,4,0,2,7,1,2,22,6,9,0,1,0,2,1,1,0,1,1,1,4,0,50,50,50,50,40,50,50,50,40,50,50,50,50,50,1,50,30,60,50
1618,7,2,4,1,6,2,2,67,1,10,9,5,0,1,1,1,0,1,1,3,23,0,50,50,15,40,60,60,70,60,50,40,50,50,70,50,70,70,50,70,1
1619,7,2,0,1,3,2,8,67,1,9,13,1,2,1,3,4,4,1,1,2,15,0,1,86,84,61,72,42,1,85,70,2,1,69,30,83,1,83,84,99,71
1620,7,1,1,1,2,2,8,43,1,10,14,6,2,5,1,1,0,1,1,3,15,0,1,100,100,100,100,30,1,70,100,50,50,100,50,100,1,50,100,100,100
1621,7,1,0,1,3,1,4,64,1,13,9,1,3,1,1,1,0,1,1,3,15,1,54,82,65,52,71,31,72,63,72,25,16,66,86,81,4,87,84,77,50
1622,7,2,1,1,4,1,8,58,1,9,9,1,0,5,2,4,1,1,1,2,23,0,55,75,75,60,95,65,80,95,90,55,65,95,95,95,50,95,60,90,95
1623,7,2,1,1,4,1,5,46,4,12,0,1,1,2,1,1,0,1,1,4,13,0,0,100,90,51,100,56,71,86,70,63,71,0,88,93,17,89,0,99,100
1624,5,3,0,1,5,1,5,27,4,13,0,1,0,1,1,1,0,1,1,2,15,0,58,78,47,81,76,86,93,43,79,56,72,3,92,90,53,98,48,76,2
1625,7,1,1,1,4,1,1,52,4,9,9,6,1,1,1,1,0,1,0,2,6,0,50,50,40,100,85,42,50,31,51,30,30,1,100,100,60,100,85,100,52
1626,7,3,0,1,4,1,4,78,3,10,0,5,3,1,1,1,0,1,1,2,1,0,51,53,48,62,85,62,68,71,81,73,66,53,99,71,57,85,58,74,70
1627,7,2,0,2,1,2,8,29,6,12,0,1,3,1,3,4,4,1,1,1,21,0,1,100,50,100,100,1,1,30,100,15,1,100,60,100,1,1,100,100,100
1628,7,3,1,1,2,2,8,36,6,11,0,8,1,5,2,1,0,1,1,1,13,0,1,85,71,84,85,15,1,62,100,4,18,100,9,100,1,85,100,100,40
1629,6,3,1,1,2,2,6,48,1,14,13,1,0,1,3,4,4,1,1,2,28,0,15,85,85,70,70,70,30,70,85,50,85,70,85,85,1,70,85,100,70
1630,7,2,1,1,4,2,4,26,6,14,0,1,2,5,3,1,0,1,1,4,15,0,30,70,70,60,70,50,40,40,70,40,50,70,60,70,30,70,70,60,70
1631,5,3,2,1,5,1,5,30,2,13,11,1,0,1,1,1,0,1,1,1,18,0,30,40,40,15,50,30,50,50,70,50,50,50,70,50,50,70,50,50,30
1632,5,1,0,1,4,1,4,76,3,14,0,5,0,1,1,1,0,1,1,3,27,0,5,61,25,3,72,85,80,77,82,61,57,72,81,87,62,94,41,86,2
1633,7,2,4,1,5,2,8,73,4,9,0,5,2,1,1,1,0,1,0,3,12,0,60,55,10,40,60,55,75,55,55,70,55,55,70,60,90,98,40,90,45
1634,4,3,0,1,99,1,1,29,6,14,0,1,3,1,1,1,0,2,1,3,26,0,11,8,12,12,15,12,15,7,8,12,4,0,14,1,1,6,11,9,6
1635,7,2,0,1,4,1,2,72,3,10,0,5,0,1,1,1,0,1,2,3,9,0,85,60,50,40,85,60,70,85,50,60,85,60,100,60,50,100,50,85,70
1636,7,2,1,1,2,2,8,25,6,13,0,8,0,1,1,1,0,1,1,1,9,0,15,100,85,85,85,15,60,998,100,1,998,998,998,998,1,40,100,100,100
1637,7,2,0,1,4,1,2,55,1,10,10,6,3,2,1,3,0,1,2,4,2,0,50,50,70,100,85,40,85,60,50,40,50,50,60,50,60,40,50,70,100
1638,6,3,2,1,6,1,5,57,1,9,9,1,2,1,1,1,0,1,1,3,21,0,100,85,86,16,100,15,100,40,51,16,60,100,100,100,85,100,40,100,59
1639,6,1,0,1,6,1,4,65,1,11,13,1,0,1,1,1,0,1,1,2,25,0,50,15,30,15,50,50,60,70,50,30,50,50,50,50,60,85,50,50,15
1640,7,4,0,1,99,2,4,62,1,10,13,1,3,1,1,1,0,1,2,2,21,0,51,71,100,99,100,1,50,71,100,2,1,100,100,99,51,98,100,100,62
1641,7,3,1,1,2,2,7,42,1,14,14,1,3,1,1,1,0,1,1,1,25,0,1,100,100,85,100,16,1,70,100,17,40,100,1,85,1,71,100,100,100
1642,7,2,0,1,6,1,2,69,3,10,0,5,3,1,1,1,0,1,2,3,11,0,60,15,1,15,85,70,70,60,1,15,50,15,85,85,85,85,1,60,1
1643,5,2,4,1,3,1,4,54,1,14,9,1,3,1,1,1,0,1,1,2,26,0,50,50,40,50,50,40,50,30,50,30,50,50,50,50,50,85,15,60,15
1644,5,2,0,1,2,1,2,57,1,14,13,5,3,1,1,1,0,1,2,3,17,0,59,71,87,84,84,6,2,32,60,2,2,62,84,70,2,71,61,70,59
1645,4,3,1,1,4,2,8,68,3,9,0,5,3,1,1,1,0,1,2,3,11,0,33,72,86,85,100,16,32,70,100,1,51,85,0,86,2,71,100,99,52
1646,5,3,0,1,6,1,5,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,70,50,70,60,85,40,70,70,50,70,40,85,85,70,40,40,50,40,70
1647,7,1,0,1,2,1,5,72,4,10,0,5,2,2,1,1,0,1,1,1,0,0,70,85,85,100,100,70,50,50,85,50,85,100,0,100,1,70,85,100,100
1648,7,2,1,1,3,2,5,89,1,13,13,5,0,1,1,1,0,1,0,3,12,0,17,51,67,66,66,30,16,61,72,7,31,66,60,70,2,67,51,85,61
1649,7,1,0,1,7,1,5,59,4,9,0,1,2,6,2,1,0,1,1,2,12,0,100,1,1,50,100,70,100,51,16,40,0,100,100,100,84,100,1,60,1
1650,4,2,0,1,4,1,2,57,3,9,0,7,0,2,2,1,0,2,2,1,2,0,100,70,70,85,100,85,85,100,100,85,85,85,85,70,70,85,70,100,85
1651,7,1,1,1,4,1,4,72,4,16,11,1,1,5,3,4,4,1,1,1,13,0,30,50,60,60,85,85,60,85,60,60,60,85,85,85,15,85,60,85,15
1652,7,2,2,1,4,1,1,90,1,13,10,5,3,1,1,1,0,1,2,3,19,0,50,50,60,60,60,60,70,70,70,60,60,60,70,60,40,70,70,70,40
1653,7,3,4,1,2,2,8,55,4,10,0,1,3,1,1,1,0,1,1,2,17,0,40,60,70,50,50,50,40,50,60,40,50,50,50,60,40,70,60,85,50
1654,6,1,0,1,4,1,7,63,1,9,10,1,0,1,1,1,0,1,2,2,17,0,30,51,85,15,85,41,86,61,86,42,85,85,85,86,50,100,85,100,17
1655,7,2,4,1,4,2,1,32,1,13,13,1,0,3,3,1,0,1,1,1,17,0,2,29,54,29,63,9,12,63,77,22,35,61,41,83,1,46,65,98,9
1656,7,1,0,1,6,1,2,67,1,95,12,5,0,1,2,1,0,1,1,2,17,0,50,30,15,60,50,50,100,70,50,50,50,60,100,85,60,100,50,50,1
1657,7,1,1,1,2,1,1,76,3,13,0,5,3,2,1,1,0,2,1,3,12,0,50,100,60,70,100,60,30,85,70,50,50,85,100,100,30,100,70,85,100
1658,7,2,1,1,1,2,8,28,6,15,15,1,4,1,1,1,0,1,1,1,28,0,30,100,100,50,85,40,30,40,100,40,100,100,30,100,50,85,100,100,85
1659,7,2,1,1,3,1,4,41,1,16,15,1,3,5,2,1,0,1,1,2,28,0,50,30,40,4,50,46,22,68,50,18,65,50,50,50,12,84,50,100,30
1660,6,2,2,1,6,1,5,65,3,10,0,5,3,1,1,0,0,1,1,3,3,0,50,40,1,40,50,60,85,40,50,60,50,15,85,70,85,100,50,60,15
1661,2,4,2,1,6,2,1,48,1,13,14,1,3,1,3,4,2,1,1,2,23,0,43,46,25,50,50,65,82,61,60,13,50,35,86,74,64,94,42,51,5
1662,7,2,0,1,99,1,5,34,1,9,11,1,0,1,1,1,0,1,1,2,20,0,100,25,1,50,45,50,100,50,25,65,75,1,100,100,65,100,1,70,1
1663,5,2,0,1,99,1,2,51,6,10,0,1,1,1,1,1,0,1,1,1,14,0,85,50,70,100,100,85,100,85,100,60,100,1,100,70,100,100,100,100,100
1664,7,1,2,1,4,1,8,78,1,16,14,5,4,1,1,1,0,1,0,2,27,0,50,50,50,15,100,15,40,70,50,15,50,40,100,70,15,70,70,85,15
1665,7,2,1,1,6,1,2,71,1,10,13,5,0,1,1,1,0,1,1,2,25,0,50,40,30,30,85,60,85,60,40,15,60,50,100,60,50,100,40,50,50
1666,3,3,1,1,2,1,6,64,4,14,0,1,0,1,1,1,0,1,1,1,28,0,41,99,99,62,60,72,58,60,98,18,84,85,97,99,1,71,86,98,70
1667,7,3,0,1,3,2,4,25,6,13,14,1,0,1,1,1,0,1,1,1,17,0,30,85,60,50,85,50,60,100,85,30,50,85,85,85,30,85,85,100,40
1668,6,2,4,1,5,1,4,35,1,13,13,1,3,1,1,1,0,1,1,2,26,0,41,16,1,83,50,48,59,50,50,48,18,50,91,50,39,100,98,61,1
1669,5,2,2,1,7,1,2,44,1,9,9,1,0,1,1,1,0,1,1,2,14,0,50,50,40,30,50,50,85,50,50,41,50,40,100,50,85,100,50,85,15
1670,7,1,0,1,7,1,2,70,1,11,11,6,2,6,1,1,0,1,2,4,9,0,1,1,1,100,100,100,100,50,1,100,85,1,100,100,50,100,1,60,1
1671,7,2,4,1,1,2,8,34,1,13,13,1,0,1,1,1,0,1,1,2,26,0,1,40,100,85,60,1,1,60,100,1,15,60,30,85,1,70,70,100,70
1672,2,4,1,1,3,2,5,58,4,10,0,1,0,1,1,1,0,1,1,2,17,0,31,85,84,85,85,16,40,61,71,41,30,70,86,86,31,41,71,86,71
1673,7,3,1,1,5,1,5,52,1,10,14,7,4,1,1,1,0,1,1,3,0,0,61,58,40,42,60,41,30,65,49,30,60,41,75,51,30,60,50,70,30
1674,7,1,0,1,7,1,2,41,1,10,10,1,0,1,1,1,0,1,1,2,21,0,50,1,1,1,94,17,100,16,50,40,50,1,100,100,86,100,50,50,1
1675,3,3,1,1,99,1,5,58,1,5,9,1,0,2,3,4,3,1,1,2,22,0,70,50,85,70,100,50,85,85,85,60,50,100,100,85,40,85,85,100,100
1676,7,2,1,1,5,1,4,48,4,13,0,1,3,1,1,1,0,1,1,2,22,0,70,85,70,85,85,60,70,85,85,60,85,85,85,85,70,85,70,100,85
1677,5,4,0,1,5,1,1,33,1,13,13,1,0,1,1,1,0,1,1,2,15,0,50,30,50,15,50,40,60,60,50,60,50,40,70,50,50,70,50,60,40
1678,7,1,0,1,7,1,2,66,4,95,0,5,0,2,1,1,0,1,2,3,1,0,50,100,70,100,100,85,100,100,50,100,100,1,100,85,60,100,50,100,70
1679,5,3,1,1,3,2,8,67,4,12,0,5,3,1,1,1,0,1,1,3,27,0,40,85,70,40,60,30,30,60,70,30,40,60,70,60,30,30,60,60,85
1680,7,1,1,1,6,1,4,68,1,10,10,5,3,1,1,1,0,1,0,3,21,0,51,51,70,99,50,73,61,72,50,60,85,60,84,86,31,86,52,84,17
1681,5,3,4,1,2,1,1,36,1,15,14,1,3,1,1,1,0,1,1,2,24,0,30,100,85,70,100,85,70,100,100,15,100,100,100,100,30,85,100,100,85
1682,7,1,2,1,4,1,4,68,1,10,10,5,3,1,1,1,0,2,1,3,15,0,70,85,70,85,100,30,70,85,70,40,60,50,100,85,60,100,70,100,60
1683,5,1,1,1,3,2,4,53,6,11,0,1,3,1,1,1,0,1,1,2,16,0,1,85,85,85,85,50,30,85,100,50,50,85,85,85,1,85,85,100,85
1684,7,4,0,1,4,2,8,33,6,13,13,1,0,1,1,1,0,1,1,1,14,0,70,85,70,60,85,70,85,85,85,70,70,85,85,85,70,85,85,85,70
1685,7,1,0,1,4,1,8,60,1,10,10,1,0,1,1,1,0,1,1,2,11,0,51,51,31,41,61,70,60,61,50,52,84,16,61,71,54,86,41,52,17
1686,5,4,0,1,5,2,1,46,4,11,11,1,2,1,1,1,0,2,1,3,25,0,50,51,31,60,42,84,61,61,51,41,61,31,69,52,71,98,50,85,16
1687,7,1,0,1,2,0,7,0,6,15,0,1,3,2,1,1,0,0,1,2,13,0,1,100,94,92,85,36,1,54,100,30,61,87,65,100,1,70,95,100,85
1688,7,1,4,1,4,1,4,47,1,13,13,1,3,1,1,1,0,1,1,2,23,0,50,50,60,70,70,60,40,60,50,15,60,60,85,85,50,85,50,85,30
1689,7,1,0,1,3,2,8,31,1,14,13,1,3,1,1,1,0,1,1,1,15,4,30,75,40,35,75,40,30,85,75,10,45,75,75,75,20,65,75,90,80
1690,7,4,0,1,99,2,8,31,6,9,9,7,0,5,1,1,0,1,1,4,9,1,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,85,100
1691,7,2,0,1,2,2,4,71,1,14,9,5,0,1,1,1,0,1,1,3,28,0,1,100,97,98,100,60,8,42,100,15,70,100,85,97,1,85,100,100,90
1692,3,4,1,1,2,2,8,32,6,10,14,1,2,2,1,1,0,1,1,4,15,0,50,40,60,50,50,50,60,40,50,45,40,40,50,50,50,40,30,50,70
1693,7,2,1,1,4,2,4,55,4,13,0,1,0,2,1,1,0,1,1,1,26,0,15,60,60,60,70,60,30,40,85,30,60,70,60,70,40,60,70,85,85
1694,7,2,1,1,2,2,7,68,3,16,0,5,3,1,1,1,0,1,1,1,20,0,40,70,85,70,85,40,30,60,85,40,50,85,60,85,15,60,85,60,85
1695,7,1,2,1,6,2,8,33,6,15,0,1,0,1,2,1,0,1,1,2,23,0,75,60,10,30,75,75,75,70,90,31,75,80,75,75,86,90,90,82,40
1696,7,2,1,1,99,1,2,34,6,14,0,1,3,2,1,1,0,1,1,2,17,0,40,70,60,53,50,40,30,60,50,40,50,50,60,60,1,50,50,50,60
1697,7,3,0,1,5,1,2,64,1,13,14,5,0,1,1,1,0,1,1,3,13,0,50,40,1,50,70,60,70,40,50,15,60,40,70,60,50,85,50,70,15
1698,7,2,1,1,4,2,2,51,4,10,0,1,0,1,1,1,0,1,1,2,15,0,50,66,70,72,65,60,78,80,50,60,65,30,70,75,50,95,45,97,1
1699,7,3,1,1,2,1,5,90,3,9,0,5,0,1,1,1,0,1,0,1,0,0,60,85,85,70,85,40,60,85,85,50,70,70,85,85,50,70,70,85,85
1700,7,2,1,1,3,1,2,63,3,9,0,1,2,2,1,1,0,1,1,2,12,0,96,85,90,50,100,50,80,90,95,60,86,95,100,95,50,70,90,50,85
1701,7,3,0,2,4,2,8,63,4,13,0,5,3,1,3,4,3,1,1,3,3,0,1,85,40,40,60,50,50,50,50,50,50,85,60,70,15,70,50,100,85
1702,7,3,4,1,4,2,5,50,1,9,11,1,0,1,2,1,0,1,1,2,22,0,50,85,15,40,85,50,60,40,85,60,60,15,100,85,70,100,50,100,1
1703,7,4,1,1,4,1,2,25,6,10,13,1,0,1,1,1,0,1,1,1,11,0,85,50,50,60,85,50,60,60,40,50,50,40,100,50,50,100,40,50,50
1704,7,1,4,1,2,1,6,76,0,14,0,5,3,1,2,1,0,1,0,3,28,0,1,100,100,60,85,60,40,70,85,40,70,60,100,100,1,85,50,100,85
1705,7,2,0,1,4,1,5,50,1,9,9,1,0,2,3,4,3,1,1,1,9,0,100,100,85,100,100,100,100,100,1,100,85,50,100,100,50,100,1,100,100
1706,7,1,1,1,2,1,1,49,1,13,10,1,0,1,1,1,0,1,2,2,20,0,40,70,70,65,80,35,60,65,70,10,50,70,80,80,5,80,75,70,85
1707,5,3,1,1,2,2,8,29,6,15,0,1,3,1,1,1,0,1,1,1,18,0,31,53,83,0,59,38,58,54,83,36,63,58,72,81,0,71,79,73,41
1708,3,4,2,1,99,1,2,29,1,9,0,1,3,1,1,1,0,1,1,3,13,0,70,50,50,50,70,70,70,70,15,70,50,15,100,50,50,70,50,70,15
1709,7,2,0,1,5,2,1,69,5,10,0,5,0,1,2,1,0,1,1,1,8,0,43,69,16,16,39,61,80,58,71,68,85,69,77,87,57,95,78,80,32
1710,4,4,0,2,4,2,5,46,1,11,13,1,3,3,3,1,0,1,1,2,1,0,40,41,39,15,51,61,51,61,50,16,50,40,40,51,0,40,60,61,40
1711,5,2,0,1,2,2,4,32,1,10,10,1,0,1,3,4,4,1,1,2,23,0,31,60,81,84,68,40,16,41,85,26,70,60,59,84,9,32,60,97,47
1712,2,4,1,2,4,1,8,24,6,8,0,4,4,2,1,1,0,1,1,1,2,0,50,50,50,50,85,60,50,50,50,50,85,50,100,50,50,15,50,70,100
1713,6,3,0,1,5,1,1,20,6,9,0,8,4,1,1,1,0,1,1,3,27,0,50,54,32,65,50,62,98,58,66,67,73,43,63,54,51,73,45,50,57
1714,6,2,1,1,3,1,4,64,1,14,6,5,3,6,1,1,0,1,1,2,19,0,15,60,70,70,60,40,70,60,70,30,30,60,70,70,40,70,40,85,15
1715,5,1,1,1,99,1,4,51,6,9,0,1,2,5,1,1,0,1,1,1,1,0,100,100,100,85,100,40,50,85,100,70,70,100,100,100,1,40,100,70,100
1716,2,4,4,1,99,2,8,18,6,9,0,4,1,1,1,1,0,1,0,1,3,0,1,1,30,60,50,50,40,30,70,40,50,50,1,50,1,50,50,50,1
1717,7,2,1,1,4,1,2,37,4,14,0,1,2,2,1,1,0,1,1,1,15,0,50,85,70,85,70,15,60,30,85,30,60,85,85,85,1,85,85,60,70
1718,1,4,0,1,99,2,8,64,4,16,0,1,0,3,3,4,2,1,1,1,24,4,16,15,49,1,51,50,60,60,50,60,70,17,59,51,30,60,15,70,16
1719,5,2,2,1,6,1,4,47,1,13,10,1,3,1,1,1,0,1,1,2,25,0,70,20,20,25,90,75,95,60,35,10,85,35,95,85,85,90,25,90,1
1720,6,1,2,1,6,2,5,66,1,14,14,1,3,1,1,1,0,1,1,3,21,0,50,32,19,34,50,85,77,69,42,77,72,42,79,50,59,52,30,68,32
1721,7,2,2,1,6,1,5,71,1,10,9,5,3,1,3,1,0,1,1,3,13,0,60,40,50,40,60,60,50,85,1,1,50,40,85,50,60,100,1,85,15
1722,6,3,0,1,99,1,2,21,6,11,0,1,3,2,1,1,0,1,1,4,15,0,85,100,100,50,100,15,70,50,100,50,50,100,100,100,50,70,100,100,100
1723,4,4,4,1,4,1,4,71,1,9,10,1,0,1,1,1,0,1,2,2,13,0,50,50,30,40,70,1,50,15,85,1,50,50,85,70,50,85,85,70,60
1724,7,1,2,1,5,1,1,64,4,13,0,5,3,1,1,1,0,1,1,2,17,0,85,40,40,40,70,60,70,70,70,40,70,85,100,85,70,85,70,70,30
1725,7,1,1,1,4,1,7,0,1,14,14,1,0,3,3,4,3,1,1,2,28,0,72,92,85,51,85,51,51,70,100,38,52,85,0,100,50,69,100,100,68
